x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,pred_deseada
,203.5,0.0,203.5,0.0,965.4,631.0,28.0,1.246085192497629,0.06536615756438524,40.14338686632077
250000.0,0.0,0.0,200.0,0.0,1125.0,613.0,,0.02831837613046117,0.07940658464302952,34.745829578344924
19516.09,163.9,2.109578546904387,236.7,5.8,868.6,655.6,28.0,0.4241659464019164,,26.436059007444303
180625.0,106.3,0.0,151.4,18.6,936.0,803.7,91.0,0.4127809269364983,0.3412478276261564,70.63049197153731
25281.0,,2.209515014542631,201.0,7.0,848.0,,28.0,-0.5551995266931984,0.2374334683748063,22.208811410140516
81967.69,200.9,0.0,,11.2,1004.6,803.7,,-0.2646568332379561,0.647474714154603,47.478150885529864
23409.0,,0.0,192.0,0.0,888.0,943.1,28.0,0.6159356069442637,0.5653302545716099,22.9474230671983
,38.0,0.0,228.0,0.0,932.0,,270.0,1.356240028570823,0.7364020150656405,48.01411304882784
180625.0,106.3,0.0,153.5,,852.1,887.1,56.0,1.307142754282428,0.435583314812933,64.1212440478211
65178.09,98.8,,,6.5,919.0,749.3,28.0,-1.158364689192543,,39.64210796614455
45582.25,0.0,2.243633244506138,154.61,11.66,1052.3,775.48,28.0,1.475356216949552,0.7648098009029954,28.442405604217623
103041.0,0.0,2.110589710299249,182.0,11.0,870.0,780.0,28.0,,,37.987294404160764
36229.3156,0.0,2.100990523069965,166.61,9.88,1079.0,798.9,28.0,0.3840654489393073,0.2546706220460512,18.29216855191637
45684.7876,0.0,2.244870622065242,154.79,10.16,1053.5,776.35,28.0,-1.448084341497324,0.1325246727418484,29.016206603996494
45164.7504,0.0,2.005909446494559,159.32,8.71,1007.8,903.59,3.0,-1.519369965954013,0.1283942894541252,12.842266866579752
55696.0,157.0,0.0,192.0,0.0,972.6,749.1,,0.5931012579683838,0.4639324866883362,34.31803509235772
45684.7876,0.0,2.244870622065242,154.79,10.16,1053.5,,,-0.4710383056183228,0.640972077345332,29.06075054841245
